ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10267,40,80.1,5,3204.0,2004-07-07,Shipped,Classic Cars,73,241046,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Medium,Q3,2004,2125557413,4092 Furth Circle
10279,32,74.96,5,2398.72,2004-08-09,Shipped,Classic Cars,73,241046,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q3,2004,915559444,  Moralzarzal  86
10288,36,66.14,11,2381.04,2004-09-01,Shipped,Classic Cars,73,241046,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q3,2004,652241555,Village Close - 106 Linden Road Sandown
10301,27,72.02,1,1944.54,2003-10-05,Shipped,Classic Cars,73,241046,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Small,Q4,2003,4722121555,Drammensveien 126 A  PB 744 Sentrum
10311,26,87.45,6,2273.7000000000003,2004-10-16,Shipped,Classic Cars,73,241046,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10321,30,70.55,3,2116.5,2004-11-04,Shipped,Classic Cars,73,241046,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Small,Q4,2004,5085552555,1785 First Street
10332,23,56.84,4,1307.3200000000002,2004-11-17,Shipped,Classic Cars,73,241046,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10344,29,59.53,7,1726.3700000000001,2004-11-25,Shipped,Classic Cars,73,241046,Marseille Mini Autos,Marseille,13008,France,EMEA,Lebihan,Laurence,Small,Q4,2004,91244555,12  rue des Bouchers
10367,21,60.37,10,1267.77,2005-01-12,Resolved,Classic Cars,73,241046,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Small,Q1,2005,6265557265,78934 Hillside Dr 
10380,34,100.0,3,3400.0,2005-02-16,Shipped,Classic Cars,73,241046,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10407,26,76.43,8,1987.1800000000003,2005-04-22,On Hold,Classic Cars,73,241046,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2005,4085553659,3086 Ingle Ln 
10420,60,64.67,11,3880.2000000000003,2005-05-29,In Process,Classic Cars,73,241046,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q2,2005,61294958555,Monitor Money Building  815 Pacific Hwy
10104,35,55.49,6,1942.15,2003-01-31,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2003,915559444,  Moralzarzal  86
10115,47,69.36,2,3259.92,2003-04-04,Shipped,Classic Cars,57,241444,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Medium,Q2,2003,2125558493,5905 Pompton St 
10127,20,60.69,8,1213.8,2003-06-03,Shipped,Classic Cars,57,241444,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Small,Q2,2003,2125557413,4092 Furth Circle
10141,20,54.33,2,1086.6,2003-08-01,Shipped,Classic Cars,57,241444,Suominen Souveniers,Espoo,02271,Finland,EMEA,Suominen,Kalle,Small,Q3,2003,35898045555,Software Engineering Center  SEC Oy
10152,25,65.31,4,1632.75,2003-09-25,Shipped,Classic Cars,57,241444,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Small,Q3,2003,61738446555,31 Duncan St  West End
10165,25,69.36,9,1734.0,2003-10-22,Shipped,Classic Cars,57,241444,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Small,Q4,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10176,27,68.78,8,1857.06,2003-11-06,Shipped,Classic Cars,57,241444,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q4,2003,0522556555,Strada Provinciale 124
10184,31,60.11,3,1863.41,2003-11-14,Shipped,Classic Cars,57,241444,"Iberia Gift Imports, Corp.",Sevilla,41101,Spain,EMEA,Roel,Jose Pedro,Small,Q4,2003,955558282,  Romero  33
10195,44,66.47,3,2924.68,2003-11-25,Shipped,Classic Cars,57,241444,Mini Classics,White Plains,24067,USA,,Frick,Steve,Small,Q4,2003,9145554562,3758 North Pendale Street
10207,49,46.82,4,2294.18,2003-12-09,Shipped,Classic Cars,57,241444,Diecast Collectables,Boston,51003,USA,,Franco,Valarie,Small,Q4,2003,6175552555,6251 Ingle Ln 
10220,26,56.07,8,1457.82,2004-02-12,Shipped,Classic Cars,57,241444,"Clover Collections, Co.",Dublin,2,Ireland,EMEA,Cassidy,Dean,Small,Q1,2004,35318621555,25 Maiden Lane
10230,36,54.33,6,1955.8799999999999,2004-03-15,Shipped,Classic Cars,57,241444,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Small,Q1,2004,496966902555,Lyonerstr  34
10246,44,52.6,2,2314.4,2004-05-05,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2004,915559444,  Moralzarzal  86
10259,28,46.82,1,1310.96,2004-06-15,Shipped,Classic Cars,57,241444,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q2,2004,652241555,Village Close - 106 Linden Road Sandown
10271,45,64.74,2,2913.2999999999997,2004-07-20,Shipped,Classic Cars,57,241444,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q3,2004,4155551450,5677 Strong St 
10282,29,46.82,11,1357.78,2004-08-20,Shipped,Classic Cars,57,241444,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q3,2004,4155551450,5677 Strong St 
10292,40,53.75,5,2150.0,2004-09-08,Shipped,Classic Cars,57,241444,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q3,2004,2125557818,897 Long Airport Avenue
10305,45,61.85,2,2783.25,2004-10-13,Shipped,Classic Cars,57,241444,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Small,Q4,2004,6175558555,39323 Spinnaker Dr 
10314,44,53.18,11,2339.92,2004-10-22,Shipped,Classic Cars,57,241444,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2004,86213555,Smagsloget 45
10324,25,69.16,14,1729.0,2004-11-05,Shipped,Classic Cars,57,241444,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Small,Q4,2004,2125551500,2678 Kingston Rd 
10336,45,100.0,4,4500.0,2004-11-20,Shipped,Classic Cars,57,241444,"La Corne D'abondance, Co.",Paris,75012,France,EMEA,Bertrand,Marie,Medium,Q4,2004,142342555,265  boulevard Charonne
10349,48,47.4,4,2275.2,2004-12-01,Shipped,Classic Cars,57,241444,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Small,Q4,2004,2125557413,4092 Furth Circle
10358,44,60.76,14,2673.44,2004-12-10,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10371,25,97.27,12,2431.75,2005-01-23,Shipped,Classic Cars,57,241444,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2005,4155551450,5677 Strong St 
10383,22,91.76,2,2018.72,2005-02-22,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10394,31,50.29,2,1558.99,2005-03-15,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10412,21,52.6,2,1104.6000000000001,2005-05-03,Shipped,Classic Cars,57,241444,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2005,915559444,  Moralzarzal  86
10425,55,46.82,1,2575.1,2005-05-31,In Process,Classic Cars,57,241444,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q2,2005,40678555,67  rue des Cinquante Otages
10107,25,100.0,3,2500.0,2003-02-24,Shipped,Motorcycles,112,241578,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q1,2003,2125557818,897 Long Airport Avenue
10120,35,98.05,1,3431.75,2003-04-29,Shipped,Motorcycles,112,241578,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10134,35,93.54,3,3273.9,2003-07-01,Shipped,Motorcycles,112,241578,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Medium,Q3,2003,33146627555,27 rue du Colonel Pierre Avia
10145,43,95.8,7,4119.4,2003-08-25,Shipped,Motorcycles,112,241578,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q3,2003,6265557265,78934 Hillside Dr 
10159,44,100.0,15,4400.0,2003-10-10,Shipped,Motorcycles,112,241578,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q4,2003,6505551386,7734 Strong St 
10168,50,100.0,2,5000.0,2003-10-28,Shipped,Motorcycles,112,241578,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q4,2003,6505556809,9408 Furth Circle
10180,48,100.0,10,4800.0,2003-11-11,Shipped,Motorcycles,112,241578,Daedalus Designs Imports,Lille,59000,France,EMEA,Rance,Martine,Medium,Q4,2003,20161555,184  chausse de Tournai
10188,25,100.0,2,2500.0,2003-11-18,Shipped,Motorcycles,112,241578,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Small,Q4,2003,4722673215,Drammen 121  PR 744 Sentrum
10201,39,100.0,3,3900.0,2003-12-01,Shipped,Motorcycles,112,241578,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Medium,Q4,2003,6505555787,5557 North Pendale Street
10211,25,90.16,15,2254.0,2004-01-15,Shipped,Motorcycles,112,241578,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Small,Q1,2004,147556555,25  rue Lauriston
10223,32,91.29,2,2921.28,2004-02-20,Shipped,Motorcycles,112,241578,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q1,2004,0395204555,636 St Kilda Road
10237,20,100.0,8,2000.0,2004-04-05,Shipped,Motorcycles,112,241578,Vitachrome Inc.,NYC,10022,USA,,Frick,Michael,Small,Q2,2004,2125551500,2678 Kingston Rd 
10251,26,100.0,3,2600.0,2004-05-18,Shipped,Motorcycles,112,241578,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q2,2004,2015559350,7476 Moss Rd 
10263,42,100.0,3,4200.0,2004-06-28,Shipped,Motorcycles,112,241578,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Medium,Q2,2004,2035552570,25593 South Bay Ln 
10275,21,100.0,2,2100.0,2004-07-23,Shipped,Motorcycles,112,241578,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q3,2004,40678555,67  rue des Cinquante Otages
10285,34,100.0,7,3400.0,2004-08-27,Shipped,Motorcycles,112,241578,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Medium,Q3,2004,6175558555,39323 Spinnaker Dr 
10299,47,100.0,10,4700.0,2004-09-30,Shipped,Motorcycles,112,241578,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Medium,Q3,2004,902248555,Keskuskatu 45
10309,21,100.0,6,2100.0,2004-10-15,Shipped,Motorcycles,112,241578,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q4,2004,07989555,Erling Skakkes gate 78
10318,48,100.0,2,4800.0,2004-11-02,Shipped,Motorcycles,112,241578,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Medium,Q4,2004,2155551555,7586 Pompton St 
10329,30,87.78,7,2633.4,2004-11-15,Shipped,Motorcycles,112,241578,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Small,Q4,2004,2125557818,897 Long Airport Avenue
10339,27,84.39,10,2278.53,2004-11-23,Shipped,Motorcycles,112,241578,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q4,2004,81335840555,2-2-8 Roppongi
10362,50,96.92,2,4846.0,2005-01-05,Shipped,Motorcycles,112,241578,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q1,2005,6505556809,9408 Furth Circle
10374,38,100.0,6,3800.0,2005-02-02,Shipped,Motorcycles,112,241578,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Medium,Q1,2005,61738446555,31 Duncan St  West End
10389,45,100.0,1,4500.0,2005-03-03,Shipped,Motorcycles,112,241578,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q1,2005,0695346555,?kergatan 24
10403,46,100.0,8,4600.0,2005-04-08,Shipped,Motorcycles,112,241578,"UK Collectables, Ltd.",Liverpool,16,UK,EMEA,Devon,Elizabeth,Medium,Q2,2005,1715552282,Berkeley Gardens 12  Brewery
10417,35,100.0,3,3500.0,2005-05-13,Disputed,Motorcycles,112,241578,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2005,915559444,  Moralzarzal  86
10110,29,59.37,15,1721.73,2003-03-18,Shipped,Classic Cars,50,241628,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q1,2003,1715551555,Fauntleroy Circus
10123,50,59.87,1,2993.5,2003-05-20,Shipped,Classic Cars,50,241628,Atelier graphique,Nantes,44000,France,EMEA,Schmitt,Carine,Small,Q2,2003,40322555,54  rue Royale
10137,26,49.81,1,1295.06,2003-07-10,Shipped,Classic Cars,50,241628,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q3,2003,26471555,59 rue de l'Abbaye
10148,47,56.85,8,2671.9500000000003,2003-09-11,Shipped,Classic Cars,50,241628,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q3,2003,0299368555,201 Miller Street
10161,23,53.33,7,1226.59,2003-10-17,Shipped,Classic Cars,50,241628,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Small,Q4,2003,86213555,Smagsloget 45
10172,34,42.76,5,1453.84,2003-11-05,Shipped,Classic Cars,50,241628,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Small,Q4,2003,2035552570,25593 South Bay Ln 
10181,34,53.83,1,1830.22,2003-11-12,Shipped,Classic Cars,50,241628,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Small,Q4,2003,4722673215,Drammen 121  PR 744 Sentrum
10192,47,53.83,6,2530.0099999999998,2003-11-20,Shipped,Classic Cars,50,241628,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Small,Q4,2003,6035558647,2304 Long Airport Avenue
10204,45,49.81,12,2241.4500000000003,2003-12-02,Shipped,Classic Cars,50,241628,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Small,Q4,2003,2125557413,4092 Furth Circle
10212,45,53.33,5,2399.85,2004-01-16,Shipped,Classic Cars,50,241628,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2004,915559444,  Moralzarzal  86
10226,36,43.27,3,1557.72,2004-02-26,Shipped,Classic Cars,50,241628,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Small,Q1,2004,7605558146,361 Furth Circle
10241,21,40.25,10,845.25,2004-04-13,Shipped,Classic Cars,50,241628,Mini Caravy,Strasbourg,67000,France,EMEA,Citeaux,Frederique,Small,Q2,2004,88601555,24  place Kluber
10266,28,48.3,1,1352.3999999999999,2004-07-06,Shipped,Classic Cars,50,241628,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q3,2004,0522556555,Strada Provinciale 124
10278,35,45.28,1,1584.8,2004-08-06,Shipped,Classic Cars,50,241628,Signal Gift Stores,Las Vegas,83030,USA,,King,Sue,Small,Q3,2004,7025551838,8489 Strong St 
10288,50,52.32,13,2616.0,2004-09-01,Shipped,Classic Cars,50,241628,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q3,2004,652241555,Village Close - 106 Linden Road Sandown
10301,22,51.32,3,1129.04,2003-10-05,Shipped,Classic Cars,50,241628,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Small,Q4,2003,4722121555,Drammensveien 126 A  PB 744 Sentrum
10311,45,49.3,8,2218.5,2004-10-16,Shipped,Classic Cars,50,241628,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2004,915559444,  Moralzarzal  86
10321,48,42.26,5,2028.48,2004-11-04,Shipped,Classic Cars,50,241628,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Small,Q4,2004,5085552555,1785 First Street
10332,20,87.96,5,1759.1999999999998,2004-11-17,Shipped,Classic Cars,50,241628,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10343,27,36.21,6,977.6700000000001,2004-11-24,Shipped,Classic Cars,50,241628,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q4,2004,26471555,59 rue de l'Abbaye
10367,38,38.5,11,1463.0,2005-01-12,Resolved,Classic Cars,50,241628,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Small,Q1,2005,6265557265,78934 Hillside Dr 
10379,32,100.0,3,3200.0,2005-02-10,Shipped,Classic Cars,50,241628,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10407,64,40.25,10,2576.0,2005-04-22,On Hold,Classic Cars,50,241628,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2005,4085553659,3086 Ingle Ln 
10420,37,60.37,13,2233.69,2005-05-29,In Process,Classic Cars,50,241628,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q2,2005,61294958555,Monitor Money Building  815 Pacific Hwy
10106,28,88.63,4,2481.64,2003-02-17,Shipped,Planes,109,241785,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Small,Q1,2003,035640555,Via Ludovico il Moro 22
10120,39,100.0,10,3900.0,2003-04-29,Shipped,Planes,109,241785,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10133,41,94.1,5,3858.1,2003-06-27,Shipped,Planes,109,241785,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2003,915559444,  Moralzarzal  86
10145,40,87.54,16,3501.6000000000004,2003-08-25,Shipped,Planes,109,241785,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q3,2003,6265557265,78934 Hillside Dr 
10168,49,100.0,11,4900.0,2003-10-28,Shipped,Planes,109,241785,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Medium,Q4,2003,6505556809,9408 Furth Circle
10210,27,98.48,9,2658.96,2004-01-12,Shipped,Planes,109,241785,Osaka Souveniers Co.,Osaka,5300003,Japan,JP,Kentary,Mory,Small,Q1,2004,810663425555,Dojima Avanza 4F  1-6-20 Dojima  Kita-ku
10223,34,100.0,11,3400.0,2004-02-20,Shipped,Planes,109,241785,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q1,2004,0395204555,636 St Kilda Road
10235,23,96.29,5,2214.67,2004-04-02,Shipped,Planes,109,241785,"Royal Canadian Collectables, Ltd.",Tsawassen,284,Canada,,Lincoln,Elizabeth,Small,Q2,2004,6045554555,23 Tsawassen Blvd 
10250,31,88.63,6,2747.5299999999997,2004-05-11,Shipped,Planes,109,241785,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2004,4085553659,3086 Ingle Ln 
10262,34,97.38,1,3310.92,2004-06-24,Cancelled,Planes,109,241785,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2004,915559444,  Moralzarzal  86
10275,25,95.2,11,2380.0,2004-07-23,Shipped,Planes,109,241785,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q3,2004,40678555,67  rue des Cinquante Otages
10284,22,100.0,3,2200.0,2004-08-21,Shipped,Planes,109,241785,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Small,Q3,2004,4722121555,Drammensveien 126 A  PB 744 Sentrum
10297,32,100.0,6,3200.0,2004-09-16,Shipped,Planes,109,241785,"Clover Collections, Co.",Dublin,2,Ireland,EMEA,Cassidy,Dean,Medium,Q3,2004,35318621555,25 Maiden Lane
10308,31,100.0,9,3100.0,2004-10-15,Shipped,Planes,109,241785,Mini Classics,White Plains,24067,USA,,Frick,Steve,Medium,Q4,2004,9145554562,3758 North Pendale Street
10316,25,100.0,1,2500.0,2004-11-01,Shipped,Planes,109,241785,giftsbymail.co.uk,Cowes,317,UK,EMEA,Bennett,Helen,Small,Q4,2004,1985558888,Garden House Crowther Way
10328,47,87.54,14,4114.38,2004-11-12,Shipped,Planes,109,241785,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q4,2004,035640555,Via Ludovico il Moro 22
10339,21,50.65,7,1063.6499999999999,2004-11-23,Shipped,Planes,109,241785,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q4,2004,81335840555,2-2-8 Roppongi
10353,28,71.73,2,2008.44,2004-12-04,Shipped,Planes,109,241785,Gift Ideas Corp.,Glendale,97561,USA,,Lewis,Dan,Small,Q4,2004,2035554407,2440 Pompton St 
10374,46,94.1,3,4328.599999999999,2005-02-02,Shipped,Planes,109,241785,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Medium,Q1,2005,61738446555,31 Duncan St  West End
10386,33,41.71,11,1376.43,2005-03-01,Resolved,Planes,109,241785,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10398,43,100.0,16,4300.0,2005-03-30,Shipped,Planes,109,241785,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q1,2005,26471555,59 rue de l'Abbaye
10401,38,96.29,5,3659.0200000000004,2005-04-03,On Hold,Planes,109,241785,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Medium,Q2,2005,2015559350,7476 Moss Rd 
10416,47,88.63,6,4165.61,2005-05-10,Shipped,Planes,109,241785,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Medium,Q2,2005,0522556555,Strada Provinciale 124
10101,45,31.2,3,1404.0,2003-01-09,Shipped,Vintage Cars,33,241937,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Small,Q1,2003,496966902555,Lyonerstr  34
10110,20,35.51,3,710.1999999999999,2003-03-18,Shipped,Vintage Cars,33,241937,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q1,2003,1715551555,Fauntleroy Circus
10124,45,37.84,2,1702.8000000000002,2003-05-21,Shipped,Vintage Cars,33,241937,Signal Gift Stores,Las Vegas,83030,USA,,King,Sue,Small,Q2,2003,7025551838,8489 Strong St 
10149,36,33.19,7,1194.84,2003-09-12,Shipped,Vintage Cars,33,241937,Signal Collectibles Ltd.,Brisbane,94217,USA,,Taylor,Sue,Small,Q3,2003,4155554312,2793 Furth Circle
10162,37,27.22,5,1007.14,2003-10-18,Shipped,Vintage Cars,33,241937,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Small,Q4,2003,6505551386,7734 Strong St 
10173,31,31.53,9,977.4300000000001,2003-11-05,Shipped,Vintage Cars,33,241937,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Small,Q4,2003,035640555,Via Ludovico il Moro 22
10182,39,36.84,6,1436.7600000000002,2003-11-12,Shipped,Vintage Cars,33,241937,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q4,2003,4155551450,5677 Strong St 
10193,26,29.21,10,759.46,2003-11-21,Shipped,Vintage Cars,33,241937,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Small,Q4,2003,61938446555,7 Allen Street
10205,32,37.17,5,1189.44,2003-12-03,Shipped,Vintage Cars,33,241937,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q4,2003,915559444,  Moralzarzal  86
10214,20,34.19,3,683.8,2004-01-26,Shipped,Vintage Cars,33,241937,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q1,2004,915552282,  Araquil  67
10227,42,29.21,6,1226.82,2004-03-02,Shipped,Vintage Cars,33,241937,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Small,Q1,2004,78325555,2  rue du Commerce
10243,33,29.54,1,974.8199999999999,2004-04-26,Shipped,Vintage Cars,33,241937,Diecast Collectables,Boston,51003,USA,,Franco,Valarie,Small,Q2,2004,6175552555,6251 Ingle Ln 
10280,20,28.88,12,577.6,2004-08-17,Shipped,Vintage Cars,33,241937,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Small,Q3,2004,0114988555,Via Monte Bianco 34
10288,29,38.17,1,1106.93,2004-09-01,Shipped,Vintage Cars,33,241937,Handji Gifts& Co,Singapore,69045,Singapore,APAC,Victorino,Wendy,Small,Q3,2004,652241555,Village Close - 106 Linden Road Sandown
